#scalar perturbations for mode k = 1.000000000000e-03 Mpc^(-1)
#    1:a                      2:tau [Mpc]              3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:eta_prime             14:h_prime               15:phi_prime             16:delta_ur              17:theta_ur              18:shear_ur              19:delta_cdm             20:theta_cdm             21:delta_ncdm[0]         22:theta_ncdm[0]         23:shear_ncdm[0]         24:cs2_ncdm[0]           25:w_p[0]                26:w_theta[0]            27:pi_ncdm[0]            28:k_fss_wdm[0]          29:w_trial_1             30:w_trial_2             31:delta_dcdm            32:theta_dcdm            33:delta_dr              34:theta_dr              35:shear_dr           
       6.977528844591e-04       2.282126046539e+02      -1.354715146723e-02      -1.852966283663e-07       2.904424234461e-05       7.261060586153e-05       2.097254960139e-08       1.452212117231e-05      -1.016042563519e-02      -1.832942697013e-07       6.008946636998e-01       6.475006636616e-01      -6.369755285767e-06       1.621765010194e-04      -1.274639228747e-04      -1.353028762209e-02      -4.214424667229e-07       1.942205255736e-03      -1.017197485960e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.017197485960e-02       0.000000000000e+00      -1.136048698815e-02      -1.304801959169e-07       7.091704055336e-04 
       6.983243737677e-04       2.283569839390e+02      -1.356272951821e-02      -1.855867967571e-07       2.915569620079e-05       7.288924050198e-05       2.113843909388e-08       1.457784810040e-05      -1.017210946336e-02      -1.835727986748e-07       6.008921031630e-01       6.474821897833e-01      -6.370903650149e-06       1.622554163541e-04      -1.273925747448e-04      -1.354582016754e-02      -4.222117052721e-07       1.944570490594e-03      -1.018368517178e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.018368517178e-02       0.000000000000e+00      -1.137345641863e-02      -1.307052923600e-07       7.099884511741e-04 
       6.988983346990e-04       2.285019458482e+02      -1.357837801729e-02      -1.858784042243e-07       2.926846358228e-05       7.317115895571e-05       2.130708991550e-08       1.463423179114e-05      -1.018384613048e-02      -1.838526110525e-07       6.008894966291e-01       6.474636508953e-01      -6.372054913365e-06       1.623346341920e-04      -1.273207807399e-04      -1.356142288462e-02      -4.229849558219e-07       1.946946624641e-03      -1.019544847023e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.019544847023e-02       0.000000000000e+00      -1.138648448222e-02      -1.309315517426e-07       7.108102583157e-04 
       6.994747997351e-04       2.286474980772e+02      -1.359409788584e-02      -1.861714699064e-07       2.938256435492e-05       7.345641088729e-05       2.147856164704e-08       1.469128217746e-05      -1.019563632762e-02      -1.841337230459e-07       6.008868435849e-01       6.474450463691e-01      -6.373209121425e-06       1.624141584918e-04      -1.272485379627e-04      -1.357709669101e-02      -4.237622709345e-07       1.949333800336e-03      -1.020726544799e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.020726544799e-02       0.000000000000e+00      -1.139957194539e-02      -1.311589892674e-07       7.116358759941e-04 
       7.000538019193e-04       2.287936484521e+02      -1.360989006131e-02      -1.864660132889e-07       2.949801873829e-05       7.374504684573e-05       2.165291545622e-08       1.474900936915e-05      -1.020748075792e-02      -1.844161511429e-07       6.008841433990e-01       6.474263754488e-01      -6.374366319491e-06       1.624939933131e-04      -1.271758417999e-04      -1.359284252040e-02      -4.245437041214e-07       1.951732162634e-03      -1.021913681014e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.021913681014e-02       0.000000000000e+00      -1.141271958809e-02      -1.313876204119e-07       7.124653541082e-04 
       7.006353748678e-04       2.289404049327e+02      -1.362575549756e-02      -1.867620542121e-07       2.961484731467e-05       7.403711828667e-05       2.183021415017e-08       1.480742365733e-05      -1.021938013684e-02      -1.846999121128e-07       6.008813953161e-01       6.474076372441e-01      -6.375526551815e-06       1.625741428201e-04      -1.271026858436e-04      -1.360866132284e-02      -4.253293098645e-07       1.954141859040e-03      -1.023106327414e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.023106327414e-02       0.000000000000e+00      -1.142592820405e-02      -1.316174609347e-07       7.132987434403e-04 
       7.012195527833e-04       2.290877756148e+02      -1.364169516524e-02      -1.870596128794e-07       2.973307103793e-05       7.433267759482e-05       2.201052222989e-08       1.486653551896e-05      -1.023133519241e-02      -1.849850230129e-07       6.008785984514e-01       6.473888307252e-01      -6.376689861661e-06       1.626546112845e-04      -1.270290618100e-04      -1.362455406507e-02      -4.261191436386e-07       1.956563039669e-03      -1.024304557007e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.024304557007e-02       0.000000000000e+00      -1.143919860107e-02      -1.318485268821e-07       7.141360956770e-04 
       7.018063704677e-04       2.292357687339e+02      -1.365771005221e-02      -1.873587098659e-07       2.985271124291e-05       7.463177810729e-05       2.219390594692e-08       1.492635562146e-05      -1.024334666560e-02      -1.852715011944e-07       6.008757517842e-01       6.473699547152e-01      -6.377856291232e-06       1.627354030892e-04      -1.269549594533e-04      -1.364052173099e-02      -4.269132619356e-07       1.958995857307e-03      -1.025508444097e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.025508444097e-02       0.000000000000e+00      -1.145253160135e-02      -1.320808345949e-07       7.149774634316e-04 
       7.023958633364e-04       2.293843926682e+02      -1.367380116392e-02      -1.876593661278e-07       2.997378967186e-05       7.493447417964e-05       2.238043337480e-08       1.498689483593e-05      -1.025541531054e-02      -1.855593643092e-07       6.008728541645e-01       6.473510078983e-01      -6.379025881782e-06       1.628165227278e-04      -1.268803666776e-04      -1.365656532200e-02      -4.277117222878e-07       1.961440467472e-03      -1.026718064308e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.026718064308e-02       0.000000000000e+00      -1.146592804186e-02      -1.323144007154e-07       7.158229002654e-04 
       7.029880674322e-04       2.295336559415e+02      -1.368996952380e-02      -1.879616030109e-07       3.009632855239e-05       7.524082138097e-05       2.257017452155e-08       1.504816427619e-05      -1.026754189487e-02      -1.858486303163e-07       6.008699047197e-01       6.473319892731e-01      -6.380198679622e-06       1.628979746712e-04      -1.268052758587e-04      -1.367268585741e-02      -4.285145832929e-07       1.963897028483e-03      -1.027933494619e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.027933494619e-02       0.000000000000e+00      -1.147938877422e-02      -1.325492421898e-07       7.166724606852e-04 
       7.035830194399e-04       2.296835672269e+02      -1.370621617369e-02      -1.882654422603e-07       3.022035035767e-05       7.555087589417e-05       2.276320120634e-08       1.511017517883e-05      -1.027972720003e-02      -1.861393174891e-07       6.008669029518e-01       6.473128982612e-01      -6.381374737598e-06       1.629797633369e-04      -1.267296853403e-04      -1.368888437485e-02      -4.293219046395e-07       1.966365701513e-03      -1.029154813395e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.029154813395e-02       0.000000000000e+00      -1.149291466501e-02      -1.327853762745e-07       7.175262001560e-04 
       7.041807567009e-04       2.298341353503e+02      -1.372254217427e-02      -1.885709060304e-07       3.034587794032e-05       7.586469485081e-05       2.295958721626e-08       1.517293897016e-05      -1.029197202159e-02      -1.864314444220e-07       6.008638482650e-01       6.472937341814e-01      -6.382554108175e-06       1.630618932465e-04      -1.266535921055e-04      -1.370516193072e-02      -4.301337471333e-07       1.968846650662e-03      -1.030382100415e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.030382100415e-02       0.000000000000e+00      -1.150650659654e-02      -1.330228205488e-07       7.183841751515e-04 
       7.047813172294e-04       2.299853692936e+02      -1.373894860548e-02      -1.888780168950e-07       3.047293457828e-05       7.618233644569e-05       2.315940840098e-08       1.523646728914e-05      -1.030427716958e-02      -1.867250300375e-07       6.008607399303e-01       6.472744962099e-01      -6.383736842932e-06       1.631443690399e-04      -1.265769912300e-04      -1.372151960059e-02      -4.309501727242e-07       1.971340043025e-03      -1.031615436910e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.031615436910e-02       0.000000000000e+00      -1.152016546727e-02      -1.332615929235e-07       7.192464431807e-04 
       7.053847397274e-04       2.301372781984e+02      -1.375543656700e-02      -1.891867978573e-07       3.060154398474e-05       7.650385996185e-05       2.336274274319e-08       1.530077199237e-05      -1.031664346882e-02      -1.870200935939e-07       6.008575770784e-01       6.472551833737e-01      -6.384922992480e-06       1.632271954787e-04      -1.264998757890e-04      -1.373795847969e-02      -4.317712445340e-07       1.973846048764e-03      -1.032854905594e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.032854905594e-02       0.000000000000e+00      -1.153389219222e-02      -1.335017116483e-07       7.201130628137e-04 
       7.059910636012e-04       2.302898713701e+02      -1.377200717873e-02      -1.894972723608e-07       3.073173031876e-05       7.682932579690e-05       2.356967043208e-08       1.536586515938e-05      -1.032907175930e-02      -1.873166546922e-07       6.008543586929e-01       6.472357945424e-01      -6.386112606379e-06       1.633103774503e-04      -1.264222367597e-04      -1.375447968337e-02      -4.325970268849e-07       1.976364841181e-03      -1.034100590704e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.034100590704e-02       0.000000000000e+00      -1.154768770331e-02      -1.337431953204e-07       7.209840937082e-04 
       7.066003289788e-04       2.304431582813e+02      -1.378866158126e-02      -1.898094643004e-07       3.086351819638e-05       7.715879549095e-05       2.378027394011e-08       1.543175909819e-05      -1.034156289654e-02      -1.876147332845e-07       6.008510836026e-01       6.472163284209e-01      -6.387305733045e-06       1.633939199729e-04      -1.263440629186e-04      -1.377108434759e-02      -4.334275853296e-07       1.978896596797e-03      -1.035352578031e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.035352578031e-02       0.000000000000e+00      -1.156155294984e-02      -1.339860628933e-07       7.218595966372e-04 
       7.072125767269e-04       2.305971485763e+02      -1.380540093640e-02      -1.901233980336e-07       3.099693270780e-05       7.749233176950e-05       2.399463810721e-08       1.549846635390e-05      -1.035411775196e-02      -1.879143496819e-07       6.008477504765e-01       6.471967835436e-01      -6.388502419699e-06       1.634778281982e-04      -1.262653407741e-04      -1.378777362945e-02      -4.342629866818e-07       1.981441495432e-03      -1.036610954965e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.036610954965e-02       0.000000000000e+00      -1.157548889886e-02      -1.342303336857e-07       7.227396335175e-04 
       7.078278484691e-04       2.307518520746e+02      -1.382222642771e-02      -1.904390983923e-07       3.113199954118e-05       7.782999885296e-05       2.421285031115e-08       1.556599977059e-05      -1.036673721331e-02      -1.882155245629e-07       6.008443581474e-01       6.471771586359e-01      -6.389702717168e-06       1.635621073062e-04      -1.261860595821e-04      -1.380454870766e-02      -4.351032990479e-07       1.983999720287e-03      -1.037875810529e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.037875810529e-02       0.000000000000e+00      -1.158949653535e-02      -1.344760273865e-07       7.236242674183e-04 
       7.084461866045e-04       2.309072787760e+02      -1.383913926097e-02      -1.907565906951e-07       3.126874471697e-05       7.817186179244e-05       2.443500033907e-08       1.563437235849e-05      -1.037942218500e-02      -1.885182789824e-07       6.008409059477e-01       6.471574529881e-01      -6.390906684889e-06       1.636467623952e-04      -1.261062165189e-04      -1.382141078311e-02      -4.359485918598e-07       1.986571458021e-03      -1.039147235423e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.039147235423e-02       0.000000000000e+00      -1.160357686226e-02      -1.347231640611e-07       7.245135625652e-04 
       7.090676343268e-04       2.310634388642e+02      -1.385614066479e-02      -1.910759007601e-07       3.140719467533e-05       7.851798668831e-05       2.466118053345e-08       1.570359733766e-05      -1.039217358857e-02      -1.888226343800e-07       6.008373931394e-01       6.471376658217e-01      -6.392114382550e-06       1.637317986729e-04      -1.260258078787e-04      -1.383836107939e-02      -4.367989359081e-07       1.989156898836e-03      -1.040425322059e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.040425322059e-02       0.000000000000e+00      -1.161773090158e-02      -1.349717641666e-07       7.254075844028e-04 
       7.096922356438e-04       2.312203427117e+02      -1.387323189114e-02      -1.913970549175e-07       3.154737636456e-05       7.886844091141e-05       2.489148594400e-08       1.577368818228e-05      -1.040499236307e-02      -1.891286125896e-07       6.008338188309e-01       6.471177961963e-01      -6.393325868889e-06       1.638172214866e-04      -1.259448277970e-04      -1.385540084334e-02      -4.376544033772e-07       1.991756236569e-03      -1.041710164609e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.041710164609e-02       0.000000000000e+00      -1.163195969486e-02      -1.352218485636e-07       7.263063996309e-04 
       7.103200353977e-04       2.313780008844e+02      -1.389041421595e-02      -1.917200800232e-07       3.168931725276e-05       7.922329313189e-05       2.512601442380e-08       1.584465862638e-05      -1.041787946552e-02      -1.894362358476e-07       6.008301819686e-01       6.470978430014e-01      -6.394541201596e-06       1.639030363282e-04      -1.258632681381e-04      -1.387253134568e-02      -4.385150678807e-07       1.994369668780e-03      -1.043001859047e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.043001859047e-02       0.000000000000e+00      -1.164626430373e-02      -1.354734385260e-07       7.272100762370e-04 
       7.109510792861e-04       2.315364241464e+02      -1.390768893971e-02      -1.920450034727e-07       3.183304533972e-05       7.958261334929e-05       2.536486672951e-08       1.591652266986e-05      -1.043083587140e-02      -1.897455268036e-07       6.008264813287e-01       6.470778049472e-01      -6.395760437213e-06       1.639892488388e-04      -1.257811183769e-04      -1.388975388155e-02      -4.393810044984e-07       1.996997396851e-03      -1.044300503194e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.044300503194e-02       0.000000000000e+00      -1.166064581039e-02      -1.357265557517e-07       7.281186835304e-04 
       7.115854138838e-04       2.316956234648e+02      -1.392505738811e-02      -1.923718532150e-07       3.197858916971e-05       7.994647292429e-05       2.560814662628e-08       1.598929458486e-05      -1.044386257503e-02      -1.900565085292e-07       6.008227155072e-01       6.470576805549e-01      -6.396983631024e-06       1.640758648146e-04      -1.256983654732e-04      -1.390706977122e-02      -4.402522898144e-07       1.999639626082e-03      -1.045606196769e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.045606196769e-02       0.000000000000e+00      -1.167510531814e-02      -1.359812223739e-07       7.290322921775e-04 
       7.122230866647e-04       2.318556100152e+02      -1.394252091270e-02      -1.927006577676e-07       3.212597785712e-05       8.031494464279e-05       2.585596100710e-08       1.606298892856e-05      -1.045696059019e-02      -1.903692045293e-07       6.008188829177e-01       6.470374681536e-01      -6.398210837039e-06       1.641628902103e-04      -1.256149938405e-04      -1.392448036068e-02      -4.411290019570e-07       2.002296565796e-03      -1.046919041434e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.046919041434e-02       0.000000000000e+00      -1.168964395194e-02      -1.362374609725e-07       7.299509742384e-04 
       7.128641460259e-04       2.320163951865e+02      -1.396008089156e-02      -1.930314462319e-07       3.227524123018e-05       8.068810307544e-05       2.610842011242e-08       1.613762061509e-05      -1.047013095050e-02      -1.906836387521e-07       6.008149822038e-01       6.470171663416e-01      -6.399442114139e-06       1.642503310029e-04      -1.255309917097e-04      -1.394198702231e-02      -4.420112206398e-07       2.004968429443e-03      -1.048239140847e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.048239140847e-02       0.000000000000e+00      -1.170426285855e-02      -1.364952945810e-07       7.308748031771e-04 
       7.135086413109e-04       2.321779905868e+02      -1.397773872993e-02      -1.933642483090e-07       3.242640949042e-05       8.106602372606e-05       2.636563736372e-08       1.621320474521e-05      -1.048337471002e-02      -1.909998356003e-07       6.008110125118e-01       6.469967742899e-01      -6.400677530176e-06       1.643381931037e-04      -1.254463553108e-04      -1.395959115559e-02      -4.428990272029e-07       2.007655434701e-03      -1.049566600713e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.049566600713e-02       0.000000000000e+00      -1.171896320683e-02      -1.367547466956e-07       7.318038538771e-04 
       7.141566228340e-04       2.323404080491e+02      -1.399549586098e-02      -1.936990943160e-07       3.257951335549e-05       8.144878338871e-05       2.662772958818e-08       1.628975667774e-05      -1.049669294369e-02      -1.913178199426e-07       6.008069728776e-01       6.469762910603e-01      -6.401917152958e-06       1.644264825648e-04      -1.253610794444e-04      -1.397729418776e-02      -4.437925046574e-07       2.010357803589e-03      -1.050901528834e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.050901528834e-02       0.000000000000e+00      -1.173374618893e-02      -1.370158412947e-07       7.327382027153e-04 
       7.148081419067e-04       2.325036596365e+02      -1.401335374651e-02      -1.940360152032e-07       3.273458414477e-05       8.183646036192e-05       2.689481720456e-08       1.636729207238e-05      -1.051008674798e-02      -1.916376171242e-07       6.008028621559e-01       6.469557155273e-01      -6.403161049241e-06       1.645152056061e-04      -1.252751564175e-04      -1.399509757458e-02      -4.446917377302e-07       2.013075762577e-03      -1.052244035167e-02       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00                     -nan                     -nan       0.000000000000e+00                     -nan                     -nan                     -nan      -1.052244035167e-02       0.000000000000e+00      -1.174861302098e-02      -1.372786028524e-07       7.336779276069e-04 
