# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_dcdm           16:gr.fac. D             17:gr.fac. f          
       2.113379545387e+09       1.692539843363e-16       2.193413838540e-04       9.635119272748e+12       1.414490168662e+04       6.693024786199e-06       2.989354591015e+13       1.266367972305e-04       5.488947433644e+25       2.329445938105e+19       1.050246139813e+17       3.510489637255e-08       3.794589910950e+25       9.283552340008e+25       1.265546598461e+20       8.557434969025e-05       1.623533655219e-01 
       2.098688724269e+09       1.716318329221e-16       2.208767728007e-04       9.501630914128e+12       1.414490168508e+04       6.739875959104e-06       2.968574568651e+13       1.275232543821e-04       5.337909291297e+25       2.281204523457e+19       1.028496178294e+17       3.510489637255e-08       3.690175026667e+25       9.028099002832e+25       1.239337894831e+20       8.567126387575e-05       1.621697220244e-01 
       2.084100024052e+09       1.740430878892e-16       2.224229101557e-04       9.369991950927e+12       1.414490168353e+04       6.787055090210e-06       2.947938995301e+13       1.284159167277e-04       5.191027231824e+25       2.233962159290e+19       1.007196645307e+17       3.510489637255e-08       3.588633303465e+25       8.779674916043e+25       1.213671957581e+20       8.576817807088e-05       1.619864936578e-01 
       2.069612734859e+09       1.764882185634e-16       2.239798704977e-04       9.240176760956e+12       1.414490168198e+04       6.834564475225e-06       2.927446866850e+13       1.293148277037e-04       5.048186893220e+25       2.187698155874e+19       9.863382127473e+16       3.510489637255e-08       3.489885681213e+25       8.538086657370e+25       1.188537546348e+20       8.586509227570e-05       1.618036790177e-01 
       2.055226151748e+09       1.789677008644e-16       2.255477284052e-04       9.112160077006e+12       1.414490168041e+04       6.882406425927e-06       2.907097186163e+13       1.302200310503e-04       4.909277060354e+25       2.142392251949e+19       9.659117456940e+16       3.510489637255e-08       3.393855275256e+25       8.303146126899e+25       1.163923653549e+20       8.596200649031e-05       1.616212767055e-01 
       2.040939574677e+09       1.814820173978e-16       2.271265620948e-04       8.985916981932e+12       1.414490167883e+04       6.930583270275e-06       2.886888963039e+13       1.311315708140e-04       4.774189578376e+25       2.098024605857e+19       9.459082984026e+16       3.510489637255e-08       3.300467316562e+25       8.074670400617e+25       1.139819499563e+20       8.605892071478e-05       1.614392853293e-01 
       2.026752308469e+09       1.840316575495e-16       2.287164479640e-04       8.861422903795e+12       1.414490167724e+04       6.979097352524e-06       2.866821214156e+13       1.320494913497e-04       4.642819268509e+25       2.054575786845e+19       9.263191103900e+16       3.510489637255e-08       3.209649093497e+25       7.852481587990e+25       1.116214528008e+20       8.615583494920e-05       1.612577035032e-01 
       2.012663662781e+09       1.866171175807e-16       2.303174624103e-04       8.738653611088e+12       1.414490167564e+04       7.027951033341e-06       2.846892963032e+13       1.329738373227e-04       4.515063846157e+25       2.012026766561e+19       9.071356025974e+16       3.510489637255e-08       3.121329895220e+25       7.636406693459e+25       1.093098401118e+20       8.625274919364e-05       1.610765298479e-01 
       1.998672952068e+09       1.892389007245e-16       2.319296836504e-04       8.617585208016e+12       1.414490167403e+04       7.077146689913e-06       2.827103239969e+13       1.339046537110e-04       4.390823841267e+25       1.970358910718e+19       8.883493736332e+16       3.510489637255e-08       3.035440956622e+25       7.426277481741e+25       1.070460995216e+20       8.634966344818e-05       1.608957629899e-01 
       1.984779495551e+09       1.918975172839e-16       2.335531899007e-04       8.498194129843e+12       1.414490167240e+04       7.126686716073e-06       2.807451082012e+13       1.348419858073e-04       4.270002520880e+25       1.929553970935e+19       8.699521960935e+16       3.510489637255e-08       2.951915404791e+25       7.221930346849e+25       1.048292396281e+20       8.644657771291e-05       1.607154015621e-01 
       1.970982617182e+09       1.945934847315e-16       2.351880611968e-04       8.380457138308e+12       1.414490167077e+04       7.176573522406e-06       2.787935532898e+13       1.357858792216e-04       4.152505813819e+25       1.889594076743e+19       8.519360129588e+16       3.510489637255e-08       2.870688206940e+25       7.023206184701e+25       1.026582895604e+20       8.654349198792e-05       1.605354442035e-01 
       1.957281645614e+09       1.973273278093e-16       2.368343775743e-04       8.264351317102e+12       1.414490166912e+04       7.226809536374e-06       2.768555643014e+13       1.367363798829e-04       4.038242237438e+25       1.850461727758e+19       8.342929340658e+16       3.510489637255e-08       2.791696119776e+25       6.829950269248e+25       1.005322985538e+20       8.664040627328e-05       1.603558895591e-01 
       1.943675914167e+09       2.000995786319e-16       2.384922172496e-04       8.149854067406e+12       1.414490166746e+04       7.277397202430e-06       2.749310469345e+13       1.376935340419e-04       3.927122826404e+25       1.812139786021e+19       8.170152326515e+16       3.510489637255e-08       2.714877640255e+25       6.642012132002e+25       9.845033553343e+19       8.673732056909e-05       1.601767362800e-01 
       1.930164760793e+09       2.029107767892e-16       2.401616620773e-04       8.036943103495e+12       1.414490166579e+04       7.328338982139e-06       2.730199075434e+13       1.386573882730e-04       3.819061063419e+25       1.774611468489e+19       8.000953419698e+16       3.510489637255e-08       2.640172957701e+25       6.459245444881e+25       9.641148870631e+19       8.683423487542e-05       1.599979830235e-01 
       1.916747528048e+09       2.057614694521e-16       2.418427939119e-04       7.925596448395e+12       1.414490166411e+04       7.379637354295e-06       2.711220531331e+13       1.396279894767e-04       3.713972811863e+25       1.737860339685e+19       7.835258519771e+16       3.510489637255e-08       2.567523907235e+25       6.281507906280e+25       9.441486516220e+19       8.693114919237e-05       1.598196284526e-01 
       1.903423563058e+09       2.086522114784e-16       2.435356927890e-04       7.815792429611e+12       1.414490166242e+04       7.431294815047e-06       2.692373913553e+13       1.406053848815e-04       3.611776250287e+25       1.701870304501e+19       7.672995060872e+16       3.510489637255e-08       2.496873924487e+25       6.108661130276e+25       9.245959048249e+19       8.702806352001e-05       1.596416712366e-01 
       1.890192217487e+09       2.115835655213e-16       2.452404405631e-04       7.707509674907e+12       1.414490166072e+04       7.483313878014e-06       2.673658305035e+13       1.415896220468e-04       3.512391808701e+25       1.666625601150e+19       7.514091979936e+16       3.510489637255e-08       2.428168001557e+25       5.940570538879e+25       9.054480835724e+19       8.712497785845e-05       1.594641100504e-01 
       1.877052847506e+09       2.145561021386e-16       2.469571227266e-04       7.600727108145e+12       1.414490165900e+04       7.535697074411e-06       2.655072795086e+13       1.425807488648e-04       3.415742106628e+25       1.632110794260e+19       7.358479685572e+16       3.510489637255e-08       2.361352644183e+25       5.777105257249e+25       8.866968021016e+19       8.722189220776e-05       1.592869435750e-01 
       1.864004813761e+09       2.175703999039e-16       2.486858229531e-04       7.495423945183e+12       1.414490165727e+04       7.588446953172e-06       2.636616479347e+13       1.435788135630e-04       3.321751892851e+25       1.598310768118e+19       7.206090027581e+16       3.510489637255e-08       2.296375830096e+25       5.618138011802e+25       8.683338483140e+19       8.731880656804e-05       1.591101704972e-01 
       1.851047481343e+09       2.206270455192e-16       2.504266230972e-04       7.391579689831e+12       1.414490165553e+04       7.641566081074e-06       2.618288459746e+13       1.445838647065e-04       3.230347986822e+25       1.565210720047e+19       7.056856267117e+16       3.510489637255e-08       2.233186968510e+25       5.463545031112e+25       8.503511801782e+19       8.741572093937e-05       1.589337895097e-01 
       1.838180219756e+09       2.237266339290e-16       2.521796086512e-04       7.289174129859e+12       1.414490165378e+04       7.695057042861e-06       2.600087844451e+13       1.455959512003e-04       3.141459221689e+25       1.532796153925e+19       6.910713047453e+16       3.510489637255e-08       2.171736860735e+25       5.313205949540e+25       8.327409222089e+19       8.751263532184e-05       1.587577993108e-01 
       1.825402402887e+09       2.268697684362e-16       2.539448651078e-04       7.188187333065e+12       1.414490165201e+04       7.748922441369e-06       2.582013747833e+13       1.466151222916e-04       3.055016388881e+25       1.501052873837e+19       6.767596365361e+16       3.510489637255e-08       2.111977661870e+25       5.167003713524e+25       8.154953620170e+19       8.760954971556e-05       1.585821986049e-01 
       1.812713408976e+09       2.300570608196e-16       2.557224779594e-04       7.088599643397e+12       1.414490165023e+04       7.803164897655e-06       2.564065290417e+13       1.476414275726e-04       2.970952184223e+25       1.469966977855e+19       6.627443543081e+16       3.510489637255e-08       2.053862843551e+25       5.024824490437e+25       7.986069469323e+19       8.770646412060e-05       1.584069861019e-01 
       1.800112620583e+09       2.332891314527e-16       2.575125345174e-04       6.990391677123e+12       1.414490164844e+04       7.857787051124e-06       2.546241598842e+13       1.486749169825e-04       2.889201155535e+25       1.439524851953e+19       6.490193200870e+16       3.510489637255e-08       1.997347157726e+25       4.886557579958e+25       7.820682806961e+19       8.780337853706e-05       1.582321605173e-01 
       1.787599424563e+09       2.365666094246e-16       2.593151202746e-04       6.893544319059e+12       1.414490164664e+04       7.912791559656e-06       2.528541805818e+13       1.497156408101e-04       2.809699651670e+25       1.409713164042e+19       6.355785230125e+16       3.510489637255e-08       1.942386601423e+25       4.752095327883e+25       7.658721202216e+19       8.790029296504e-05       1.580577205726e-01 
